-99.0;7.5;7.4;7.4;7.4;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.9;6.8;6.8;6.8;6.7;-99.0;6.6;6.6;6.6;6.5;6.5;6.4;6.4;-99.0;-99.0;-99.0;5.2;5.2;5.2;5.1;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
7.4;7.4;7.4;7.3;7.3;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.8;6.8;6.7;6.7;6.6;-99.0;6.6;6.5;6.5;6.4;6.4;6.4;6.3;6.3;5.2;5.2;5.2;5.1;5.1;5.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
7.3;7.3;7.3;7.2;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.7;6.6;6.6;6.5;6.5;6.5;6.4;6.4;6.3;6.3;6.3;6.2;6.2;5.1;5.1;5.1;5.0;5.0;4.9;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
7.3;7.2;7.2;7.1;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.6;6.5;6.5;6.5;6.4;6.4;6.3;6.3;6.3;6.2;6.2;6.1;6.1;-99.0;-99.0;5.0;4.9;4.9;4.9;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
7.2;7.1;7.1;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.5;6.5;6.4;6.4;6.3;6.3;6.3;6.2;6.2;6.1;6.1;6.1;6.0;5.0;4.9;4.9;4.9;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
7.1;7.1;7.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.3;6.3;6.3;6.2;6.2;6.1;6.1;6.1;6.0;6.0;5.9;4.9;-99.0;4.8;4.8;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;7.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.2;6.1;6.1;6.0;5.2;5.2;5.1;5.1;5.0;5.0;5.0;4.9;4.9;4.8;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;6.9;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.1;6.0;6.0;6.0;5.1;5.1;5.0;5.0;5.0;4.9;4.9;4.8;4.8;4.8;4.0;4.0;3.9;3.9;3.9;3.8;3.8;3.7;3.7;3.7;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;6.0;5.9;5.9;5.0;5.0;5.0;4.9;4.9;4.8;4.8;4.8;4.7;4.7;3.9;3.9;3.9;3.8;3.8;3.7;3.7;3.7;3.6;3.6;3.5;3.5;3.5;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;5.9;5.9;5.8;5.8;5.0;4.9;4.9;4.8;4.8;4.8;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;3.8;3.7;3.7;3.7;3.6;3.6;3.5;3.5;3.5;3.4;3.4;3.3;3.3
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;5.9;5.8;5.8;5.8;5.7;4.9;4.8;4.8;4.8;4.7;4.7;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;3.5;3.5;3.5;3.4;3.4;3.3;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;5.9;5.8;5.8;5.7;5.7;5.7;5.6;4.8;4.7;4.7;4.7;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;5.8;5.7;5.7;5.7;5.6;5.6;5.5;4.7;4.7;4.6;4.6;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;5.7;5.7;5.6;5.6;5.5;5.5;5.5;4.6;4.6;4.5;4.5;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;4.4;4.4;4.3;4.3;4.3;4.2;4.2;4.1;4.1;4.1;4.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;4.3;4.3;4.3;4.2;4.2;4.1;4.1;4.1;4.0;4.0;3.9;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;4.2;4.2;4.1;4.1;4.0;4.0;4.0;3.9;3.9;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;4.1;4.1;4.0;4.0;4.0;3.9;3.9;3.8;3.8;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;4.0;4.0;3.9;3.9;3.8;3.8;3.8;3.7;3.7;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;3.9;3.8;3.8;3.8;3.7;3.7;3.6;3.6;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;3.7;3.7;3.6;3.6;3.6;3.5;3.5;3.4;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;3.5;3.5;3.4;3.4;3.4;3.3;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;1.9;1.8;1.8;1.8;1.7;1.7;1.6;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;1.8;1.7;1.7;1.6;1.6;1.6;1.5;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;1.7;1.6;1.6;1.6;1.5;1.5;1.4;1.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;1.6;1.6;1.5;1.5;1.4;1.4;1.4;1.0;1.0;1.0;1.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;1.5;1.4;1.4;1.3;1.3;1.3;1.0;1.0;1.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;1.3;1.3;1.3;1.2;1.2;1.0;1.0;1.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;1.2;-99.0;-99.0;1.1;1.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0;-99.0
